Software Version,2.01.14,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\Maumee Bay Exp. & OSU Samples-mcy.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Microcystin ELISA.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,9/11/14,,,,,,,,,,,,,
Time,11:59:47 AM,,,,,,,,,,,,,
Reader Type:,ELx800,,,,,,,,,,,,,
Reader Serial Number:,Unknown,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Wavelengths: 450,,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.421,0.428,0.846,0.599,1.079,0.481,0.752,0.772,0.42,0.688,0.837,0.895,450
,B,0.622,0.584,0.753,0.745,0.766,0.687,0.918,0.77,0.617,0.805,0.587,0.634,450
,C,0.709,0.642,0.666,0.623,0.998,0.629,0.712,0.644,0.378,0.42,0.481,0.533,450
,D,0.924,0.977,0.785,0.68,0.841,0.633,0.668,0.673,0.27,0.265,0.575,0.565,450
,E,1.32,1.329,0.445,0.519,0.592,1.142,0.659,0.478,0.228,0.42,0.772,0.51,450
,F,1.662,1.566,0.595,0.822,0.623,0.56,0.691,0.511,0.259,0.386,0.906,0.746,450
,G,0.787,0.757,0.632,0.515,0.457,0.739,0.618,0.791,0.291,0.336,1.706,1.917,450
,H,0.647,0.516,0.756,0.882,0.425,0.69,0.31,0.631,0.383,0.374,1.922,2.092,450
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,ABS,conc,%B/Bo,Dilution Factor,Microcystin Concentration,,,,,,,,
,Standard 5,0.4245,5,0.263011152,1,5,,,,,,,,
,Standard 4,0.603,2,0.373605948,1,2,,,,,,,,
,Standard 3,0.6755,1,0.418525403,1,1,,,,,,,,
,Standard 2,0.9505,0.4,0.588909542,1,0.4,,,,,,,,
,Standard 1,1.3245,0.15,0.82063197,1,0.15,,,,,,,,
,Standard 0,1.614,0,1,1,0,,,,,,,,
,Positive Control,0.772,1.385709647,0.478314746,1,1.385709647,,,,,,,,
,MB 1,0.5815,2.039724536,0.360285006,1,2.039724536,,,,,,,,
,MB 2,0.7225,1.192731427,0.447645601,1,1.192731427,,,,,,,,
,MB 3,0.749,1.078317017,0.464064436,1,1.078317017,,,,,,,,
,MB 4,0.6445,1.604915766,0.399318463,1,1.604915766,,,,,,,,
,MB 5,0.7325,1.148195375,0.453841388,1,1.148195375,,,,,,,,
,MB 6,0.482,2.978611553,0.298636927,1,2.978611553,,,,,,,,
,MB 7,0.7085,1.257998953,0.438971499,1,1.257998953,,,,,,,,
,MB 8,0.5735,2.102776019,0.355328377,1,2.102776019,,,,,,,,
,MB 9,0.819,0.826148985,0.507434944,1,0.826148985,,,,,,,,
,MB 10,0.78,0.958325764,0.483271375,1,0.958325764,,,,,,,,
,MB 11,0.7265,1.174713379,0.450123916,1,1.174713379,,,,,,,,
,MB 12,0.8135,0.843622496,0.504027261,1,0.843622496,,,,,,,,
,MB 13,0.737,1.12870046,0.456629492,1,1.12870046,,,,,,,,
,MB 14,0.867,0.688223346,0.537174721,1,0.688223346,,,,,,,,
,MB 15,0.5915,1.963562144,0.366480793,1,1.963562144,,,,,,,,
,MB 16,0.598,1.915588343,0.370508055,1,1.915588343,,,,,,,,
,MB 17,0.5575,2.234786331,0.345415118,1,2.234786331,,,,,,,,
,MB 18,0.762,1.026269752,0.472118959,1,1.026269752,,,,,,,,
,MB 19,0.844,0.751175129,0.522924411,1,0.751175129,,,,,,,,
,MB 20,0.678,1.412821291,0.420074349,1,1.412821291,,,,,,,,
,MB 21,0.6705,1.453725415,0.415427509,1,1.453725415,,,,,,,,
,MB 22,0.5685,2.143169155,0.352230483,1,2.143169155,,,,,,,,
,MB 23,0.601,1.893843662,0.372366791,1,1.893843662,,,,,,,,
,MB 24,0.7045,1.277294457,0.436493185,1,1.277294457,,,,,,,,
,MB 25,0.4705,3.111857988,0.291511772,1,3.111857988,,,,,,,,
,MB 26,0.554,2.264750742,0.343246592,1,2.264750742,,,,,,,,
,MB 27,0.711,1.246087566,0.440520446,1,1.246087566,,,,,,,,
,8M 7/18/14,0.399,4.084951316,0.247211896,1,4.084951316,,,,,,,,
,8M 7/25/14,0.2675,6.737755024,0.165737299,1,6.737755024,,,,,,,,
,8M 7/31/14,0.324,5.434234871,0.200743494,1,5.434234871,,,,,,,,
,8M 8/4/14 ,0.3225,5.465343154,0.199814126,1,5.465343154,,,,,,,,
,8M 8/15/14,0.3135,5.655768408,0.194237918,1,5.655768408,,,,,,,,
,4P 8/15/14,0.3785,4.416385417,0.234510533,1,4.416385417,,,,,,,,
,8M 7/18/14 X5,0.866,0.690847337,0.536555143,5,3.454236686,,,,,,,,
,8M 7/25/14 X5,0.6105,1.826600613,0.378252788,5,9.133003063,,,,,,,,
,8M 7/31/14 X5,0.507,2.708299543,0.314126394,5,13.54149771,,,,,,,,
,8M 8/4/14 X5,0.57,2.130970412,0.353159851,5,10.65485206,,,,,,,,
,8M 8/15/14 X5,0.641,1.626434761,0.397149938,5,8.132173803,,,,,,,,
,4P 8/15/14 X5,0.826,0.80443242,0.511771995,5,4.022162101,,,,,,,,
