Software Version,2.01.14,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\PWS Aug 27 and 28.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Microcystin ELISA.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,8/28/14,,,,,,,,,,,,,
Time,1:02:25 PM,,,,,,,,,,,,,
Reader Type:,ELx800,,,,,,,,,,,,,
Reader Serial Number:,Unknown,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Wavelengths: 450,,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.379,0.423,1.373,1.419,1.42,1.429,0.466,0.581,0.518,0.572,0.475,0.518,450
,B,0.564,0.536,0.498,0.482,1.399,1.502,0.561,0.538,0.513,0.48,0.504,0.317,450
,C,0.776,0.74,1.411,1.396,1.414,1.377,0.565,0.539,0.398,0.404,0.43,0.408,450
,D,0.974,0.964,1.072,1.045,1.321,1.452,0.576,0.647,0.399,0.447,0.385,0.424,450
,E,1.192,1.172,1.324,1.335,0.402,0.47,0.385,0.407,0.436,0.341,0.408,0.422,450
,F,1.451,1.364,0.689,0.675,0.561,0.443,0.355,0.459,0.37,0.559,0.392,0.392,450
,G,0.667,0.676,1.327,1.35,0.495,0.476,0.393,0.449,0.328,0.515,0.899,0.765,450
,H,0.671,0.701,0.982,1.255,0.603,0.448,0.428,0.371,0.361,0.351,1.365,1.37,450
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,ABS,conc,%B/Bo,Dilution Factor,Microcystin Concentration,,,,,,,,
,Standard 5,0.401,5,0.284902309,1,5,,,,,,,,
,Standard 4,0.55,2,0.390763766,1,2,,,,,,,,
,Standard 3,0.758,1,0.538543517,1,1,,,,,,,,
,Standard 2,0.969,0.4,0.688454707,1,0.4,,,,,,,,
,Standard 1,1.182,0.15,0.839786856,1,0.15,,,,,,,,
,Standard 0,1.4075,0,1,1,0,,,,,,,,
,Positive Control,0.6715,1.396136529,0.477087034,1,1.396136529,,,,,,,,
,PIB R,0.686,1.311019488,0.487388988,1,1.311019488,,,,,,,,
,LEU F,1.396,0.060246632,0.991829485,1,0.060246632,,,,,,,,
,LEU R,0.49,3.068196629,0.348134991,1,3.068196629,,,,,,,,
,MH F,1.4035,0.058317969,0.997158082,1,0.058317969,,,,,,,,
,MH R,1.0585,0.260495403,0.752042629,1,0.260495403,,,,,,,,
,KI F,1.3295,0.08039373,0.944582593,1,0.08039373,,,,,,,,
,KI R,0.682,1.333967818,0.484547069,1,1.333967818,,,,,,,,
,CP F,1.3385,0.077315349,0.950976909,1,0.077315349,,,,,,,,
,CP R,1.1185,0.200796894,0.794671403,1,0.200796894,,,,,,,,
,Walleyes F,1.4245,0.05323991,1.012078153,1,0.05323991,,,,,,,,
,Walleyes R,1.4505,0.04756111,1.030550622,1,0.04756111,,,,,,,,
,Hazards F ,1.3955,0.060377455,0.991474245,1,0.060377455,,,,,,,,
,Hazards R,1.3865,0.062781438,0.985079929,1,0.062781438,,,,,,,,
,MB Int. A,0.436,3.878126355,0.309769094,10,38.78126355,,,,,,,,
,MB Int B,0.502,2.91255794,0.356660746,10,29.1255794,,,,,,,,
,MB 1,0.4855,3.128681967,0.344937833,10,31.28681967,,,,,,,,
,MB 2,0.5255,2.630264175,0.373357016,10,26.30264175,,,,,,,,
,MB 3,0.5235,2.653184627,0.371936057,10,26.53184627,,,,,,,,
,MB 4,0.5495,2.370184427,0.390408526,10,23.70184427,,,,,,,,
,MB 5,0.552,2.344617554,0.392184725,10,23.44617554,,,,,,,,
,MB 6,0.6115,1.811218994,0.434458259,10,18.11218994,,,,,,,,
,MB 7,0.396,4.613005836,0.281349911,10,46.13005836,,,,,,,,
,MB 8,0.407,4.39804269,0.289165187,10,43.9804269,,,,,,,,
,MB 9,0.421,4.138878936,0.299111901,10,41.38878936,,,,,,,,
,MB 10,0.3995,4.543492597,0.28383659,10,45.43492597,,,,,,,,
,MB 11,0.545,2.4169094,0.387211368,10,24.169094,,,,,,,,
,MB 12,0.4965,2.982887371,0.352753108,10,29.82887371,,,,,,,,
,MB 13,0.401,4.514022796,0.284902309,10,45.14022796,,,,,,,,
,MB 14,0.423,4.103123801,0.30053286,10,41.03123801,,,,,,,,
,MB 15,0.3885,4.765564899,0.276021314,10,47.65564899,,,,,,,,
,MB 16,0.4645,3.427097773,0.330017762,10,34.27097773,,,,,,,,
,MB 17,0.4215,4.129911048,0.29946714,10,41.29911048,,,,,,,,
,MB 18,0.356,5.487140155,0.252930728,10,54.87140155,,,,,,,,
,MB 19,0.4965,2.982887371,0.352753108,10,29.82887371,,,,,,,,
,MB 20,0.4105,4.331768723,0.291651865,10,43.31768723,,,,,,,,
,MB 21,0.419,4.174945646,0.297690941,10,41.74945646,,,,,,,,
,MB 22,0.4045,4.446001129,0.287388988,10,44.46001129,,,,,,,,
,MB 23,0.415,4.248024675,0.294849023,10,42.48024675,,,,,,,,
,MB 24,0.392,4.693752752,0.278507993,10,46.93752752,,,,,,,,
,CC041,0.832,0.695885308,0.591119005,10,6.958853084,,,,,,,,
,PIB F,1.3675,0.068175485,0.971580817,1,0.068175485,,,,,,,,
