Software Version,2.01.14,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\PWS Sept 8 and 9.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Microcystin ELISA.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,9/9/14,,,,,,,,,,,,,
Time,2:10:03 PM,,,,,,,,,,,,,
Reader Type:,ELx800,,,,,,,,,,,,,
Reader Serial Number:,Unknown,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Wavelengths: 450,,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.373,0.416,0.904,0.983,0.951,1.019,0.867,0.917,0.53,0.518,0.299,0.259,450
,B,0.524,0.526,1.354,1.319,0.586,0.67,1.464,1.569,1.105,1.023,0.42,0.491,450
,C,0.709,0.697,0.593,0.544,0.929,0.838,0.667,0.571,0.521,0.49,0.216,0.239,450
,D,0.925,1.225,1.778,1.525,0.616,0.635,1.216,1.437,0.983,0.948,0.449,0.46,450
,E,1.308,1.48,1.758,1.6,0.8,0.705,0.785,0.766,0.249,0.258,0.785,0.808,450
,F,1.837,1.596,1.572,1.406,0.774,0.726,1.452,1.65,0.472,0.465,0.912,1.138,450
,G,0.75,0.88,1.53,1.387,0.571,0.562,1.482,1.478,0.28,0.268,0.593,0.648,450
,H,1.593,1.511,1.675,1.959,0.744,0.87,0.749,0.718,0.601,0.578,0.728,0.787,450
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,ABS,conc,%B/Bo,Dilution Factor,Microcystin Concentration,,,,,,,,
,Standard 5,0.3945,5,0.229828139,1,5,,,,,,,,
,Standard 4,0.525,2,0.305854937,1,2,,,,,,,,
,Standard 3,0.703,1,0.409554326,1,1,,,,,,,,
